FREQ;Frequenza;REF_AREA;Territorio;DATA_TYPE;Indicatore;COICOP_CATEG;Gruppo di spesa;PURCH_BEHAVIOUR;Abitudine di spesa;Tempo (TIME_PERIOD);Osservazione;OBS_STATUS;'Stato dell"'osservazione'
A;Annuale;ITC;Nord-ovest;FAM_VAL_PERC;Famiglie (composizione %);MEX_RPC;Visite mediche e accertamenti periodici preventivi;NO_PRC1Y;Un anno fa non li compravo e ho iniziato a comprarli;2019;0.9;;
A;Annuale;ITC;Nord-ovest;FAM_VAL_PERC;Famiglie (composizione %);MEX_RPC;Visite mediche e accertamenti periodici preventivi;NO_PRC1Y;Un anno fa non li compravo e ho iniziato a comprarli;2020;..;0;Il dato non raggiunge la metà della cifra minima considerata
A;Annuale;ITC;Nord-ovest;FAM_VAL_PERC;Famiglie (composizione %);MEX_RPC;Visite mediche e accertamenti periodici preventivi;NO_PRC1Y;Un anno fa non li compravo e ho iniziato a comprarli;2021;0.4;;
A;Annuale;ITC;Nord-ovest;FAM_VAL_PERC;Famiglie (composizione %);MEX_RPC;Visite mediche e accertamenti periodici preventivi;NO_PRC;Un anno fa non li compravo e continuo a non comprarli;2018;4.3;;
A;Annuale;ITC;Nord-ovest;FAM_VAL_PERC;Famiglie (composizione %);MEX_RPC;Visite mediche e accertamenti periodici preventivi;NO_PRC;Un anno fa non li compravo e continuo a non comprarli;2019;3.5;;
A;Annuale;ITC;Nord-ovest;FAM_VAL_PERC;Famiglie (composizione %);MEX_RPC;Visite mediche e accertamenti periodici preventivi;NO_PRC;Un anno fa non li compravo e continuo a non comprarli;2020;3.1;;
A;Annuale;ITC;Nord-ovest;FAM_VAL_PERC;Famiglie (composizione %);MEX_RPC;Visite mediche e accertamenti periodici preventivi;NO_PRC;Un anno fa non li compravo e continuo a non comprarli;2021;2.8;;
A;Annuale;ITC;Nord-ovest;FAM_VAL_PERC;Famiglie (composizione %);MEX_RPC;Visite mediche e accertamenti periodici preventivi;ALL;Tutte le voci;2018;100;;
A;Annuale;ITC;Nord-ovest;FAM_VAL_PERC;Famiglie (composizione %);MEX_RPC;Visite mediche e accertamenti periodici preventivi;ALL;Tutte le voci;2019;100;;
A;Annuale;ITC;Nord-ovest;FAM_VAL_PERC;Famiglie (composizione %);MEX_RPC;Visite mediche e accertamenti periodici preventivi;ALL;Tutte le voci;2020;100;;
A;Annuale;ITC;Nord-ovest;FAM_VAL_PERC;Famiglie (composizione %);MEX_RPC;Visite mediche e accertamenti periodici preventivi;ALL;Tutte le voci;2021;100;;
A;Annuale;ITC;Nord-ovest;FAM_VAL_PERC;Famiglie (composizione %);FUEL_PT;Carburanti per mezzi privati;SAME_QN_QL;Un anno fa li compravo e continuo a comprarli senza modifiche;2018;62.5;;
A;Annuale;ITC;Nord-ovest;FAM_VAL_PERC;Famiglie (composizione %);FUEL_PT;Carburanti per mezzi privati;SAME_QN_QL;Un anno fa li compravo e continuo a comprarli senza modifiche;2019;66.5;;
A;Annuale;ITC;Nord-ovest;FAM_VAL_PERC;Famiglie (composizione %);FUEL_PT;Carburanti per mezzi privati;SAME_QN_QL;Un anno fa li compravo e continuo a comprarli senza modifiche;2020;62.8;;
A;Annuale;ITC;Nord-ovest;FAM_VAL_PERC;Famiglie (composizione %);FUEL_PT;Carburanti per mezzi privati;SAME_QN_QL;Un anno fa li compravo e continuo a comprarli senza modifiche;2021;56.5;;
A;Annuale;ITC;Nord-ovest;FAM_VAL_PERC;Famiglie (composizione %);FUEL_PT;Carburanti per mezzi privati;LESS_QN_QL;Un anno fa li compravo e ho limitato la spesa in quantità e/o qualità;2018;17.9;;
A;Annuale;ITC;Nord-ovest;FAM_VAL_PERC;Famiglie (composizione %);FUEL_PT;Carburanti per mezzi privati;LESS_QN_QL;Un anno fa li compravo e ho limitato la spesa in quantità e/o qualità;2019;15.4;;
A;Annuale;ITC;Nord-ovest;FAM_VAL_PERC;Famiglie (composizione %);FUEL_PT;Carburanti per mezzi privati;LESS_QN_QL;Un anno fa li compravo e ho limitato la spesa in quantità e/o qualità;2020;19;;
A;Annuale;ITC;Nord-ovest;FAM_VAL_PERC;Famiglie (composizione %);FUEL_PT;Carburanti per mezzi privati;LESS_QN_QL;Un anno fa li compravo e ho limitato la spesa in quantità e/o qualità;2021;25.6;;
A;Annuale;ITC;Nord-ovest;FAM_VAL_PERC;Famiglie (composizione %);FUEL_PT;Carburanti per mezzi privati;MR_QN_BT_QL;Un anno fa li compravo e ho aumentato la spesa in quantità e/o qualità;2018;2.8;;
A;Annuale;ITC;Nord-ovest;FAM_VAL_PERC;Famiglie (composizione %);FUEL_PT;Carburanti per mezzi privati;MR_QN_BT_QL;Un anno fa li compravo e ho aumentato la spesa in quantità e/o qualità;2019;2.9;;
A;Annuale;ITC;Nord-ovest;FAM_VAL_PERC;Famiglie (composizione %);FUEL_PT;Carburanti per mezzi privati;MR_QN_BT_QL;Un anno fa li compravo e ho aumentato la spesa in quantità e/o qualità;2020;1.4;;
A;Annuale;ITC;Nord-ovest;FAM_VAL_PERC;Famiglie (composizione %);FUEL_PT;Carburanti per mezzi privati;MR_QN_BT_QL;Un anno fa li compravo e ho aumentato la spesa in quantità e/o qualità;2021;2;;
A;Annuale;ITC;Nord-ovest;FAM_VAL_PERC;Famiglie (composizione %);FUEL_PT;Carburanti per mezzi privati;NO_PRC1Y;Un anno fa non li compravo e ho iniziato a comprarli;2018;0.5;;
A;Annuale;ITC;Nord-ovest;FAM_VAL_PERC;Famiglie (composizione %);FUEL_PT;Carburanti per mezzi privati;NO_PRC1Y;Un anno fa non li compravo e ho iniziato a comprarli;2019;..;0;Il dato non raggiunge la metà della cifra minima considerata
A;Annuale;ITC;Nord-ovest;FAM_VAL_PERC;Famiglie (composizione %);FUEL_PT;Carburanti per mezzi privati;NO_PRC1Y;Un anno fa non li compravo e ho iniziato a comprarli;2020;..;0;Il dato non raggiunge la metà della cifra minima considerata
A;Annuale;ITC;Nord-ovest;FAM_VAL_PERC;Famiglie (composizione %);FUEL_PT;Carburanti per mezzi privati;NO_PRC1Y;Un anno fa non li compravo e ho iniziato a comprarli;2021;..;0;Il dato non raggiunge la metà della cifra minima considerata
A;Annuale;ITC;Nord-ovest;FAM_VAL_PERC;Famiglie (composizione %);FUEL_PT;Carburanti per mezzi privati;NO_PRC;Un anno fa non li compravo e continuo a non comprarli;2018;16.4;;
A;Annuale;ITC;Nord-ovest;FAM_VAL_PERC;Famiglie (composizione %);FUEL_PT;Carburanti per mezzi privati;NO_PRC;Un anno fa non li compravo e continuo a non comprarli;2019;14.8;;
A;Annuale;ITC;Nord-ovest;FAM_VAL_PERC;Famiglie (composizione %);FUEL_PT;Carburanti per mezzi privati;NO_PRC;Un anno fa non li compravo e continuo a non comprarli;2020;16.4;;
A;Annuale;ITC;Nord-ovest;FAM_VAL_PERC;Famiglie (composizione %);FUEL_PT;Carburanti per mezzi privati;NO_PRC;Un anno fa non li compravo e continuo a non comprarli;2021;15.6;;
A;Annuale;ITC;Nord-ovest;FAM_VAL_PERC;Famiglie (composizione %);FUEL_PT;Carburanti per mezzi privati;ALL;Tutte le voci;2018;100;;
A;Annuale;ITC;Nord-ovest;FAM_VAL_PERC;Famiglie (composizione %);FUEL_PT;Carburanti per mezzi privati;ALL;Tutte le voci;2019;100;;
A;Annuale;ITC;Nord-ovest;FAM_VAL_PERC;Famiglie (composizione %);FUEL_PT;Carburanti per mezzi privati;ALL;Tutte le voci;2020;100;;
A;Annuale;ITC;Nord-ovest;FAM_VAL_PERC;Famiglie (composizione %);FUEL_PT;Carburanti per mezzi privati;ALL;Tutte le voci;2021;100;;
A;Annuale;ITC;Nord-ovest;FAM_VAL_PERC;Famiglie (composizione %);TRV_HOL;Viaggi e vacanze;SAME_QN_QL;Un anno fa li compravo e continuo a comprarli senza modifiche;2018;39.9;;
A;Annuale;ITC;Nord-ovest;FAM_VAL_PERC;Famiglie (composizione %);TRV_HOL;Viaggi e vacanze;SAME_QN_QL;Un anno fa li compravo e continuo a comprarli senza modifiche;2019;42.9;;
A;Annuale;ITC;Nord-ovest;FAM_VAL_PERC;Famiglie (composizione %);TRV_HOL;Viaggi e vacanze;SAME_QN_QL;Un anno fa li compravo e continuo a comprarli senza modifiche;2020;37.2;;
A;Annuale;ITC;Nord-ovest;FAM_VAL_PERC;Famiglie (composizione %);TRV_HOL;Viaggi e vacanze;SAME_QN_QL;Un anno fa li compravo e continuo a comprarli senza modifiche;2021;23.9;;
A;Annuale;ITC;Nord-ovest;FAM_VAL_PERC;Famiglie (composizione %);TRV_HOL;Viaggi e vacanze;LESS_QN_QL;Un anno fa li compravo e ho limitato la spesa in quantità e/o qualità;2018;22.7;;
A;Annuale;ITC;Nord-ovest;FAM_VAL_PERC;Famiglie (composizione %);TRV_HOL;Viaggi e vacanze;LESS_QN_QL;Un anno fa li compravo e ho limitato la spesa in quantità e/o qualità;2019;22.4;;
A;Annuale;ITC;Nord-ovest;FAM_VAL_PERC;Famiglie (composizione %);TRV_HOL;Viaggi e vacanze;LESS_QN_QL;Un anno fa li compravo e ho limitato la spesa in quantità e/o qualità;2020;31.8;;
A;Annuale;ITC;Nord-ovest;FAM_VAL_PERC;Famiglie (composizione %);TRV_HOL;Viaggi e vacanze;LESS_QN_QL;Un anno fa li compravo e ho limitato la spesa in quantità e/o qualità;2021;39.7;;
A;Annuale;ITC;Nord-ovest;FAM_VAL_PERC;Famiglie (composizione %);TRV_HOL;Viaggi e vacanze;MR_QN_BT_QL;Un anno fa li compravo e ho aumentato la spesa in quantità e/o qualità;2018;2.8;;
A;Annuale;ITC;Nord-ovest;FAM_VAL_PERC;Famiglie (composizione %);TRV_HOL;Viaggi e vacanze;MR_QN_BT_QL;Un anno fa li compravo e ho aumentato la spesa in quantità e/o qualità;2019;2.4;;
A;Annuale;ITC;Nord-ovest;FAM_VAL_PERC;Famiglie (composizione %);TRV_HOL;Viaggi e vacanze;MR_QN_BT_QL;Un anno fa li compravo e ho aumentato la spesa in quantità e/o qualità;2020;0.8;;
A;Annuale;ITC;Nord-ovest;FAM_VAL_PERC;Famiglie (composizione %);TRV_HOL;Viaggi e vacanze;MR_QN_BT_QL;Un anno fa li compravo e ho aumentato la spesa in quantità e/o qualità;2021;1.8;;
A;Annuale;ITC;Nord-ovest;FAM_VAL_PERC;Famiglie (composizione %);TRV_HOL;Viaggi e vacanze;NO_PRC1Y;Un anno fa non li compravo e ho iniziato a comprarli;2018;1.2;;
A;Annuale;ITC;Nord-ovest;FAM_VAL_PERC;Famiglie (composizione %);TRV_HOL;Viaggi e vacanze;NO_PRC1Y;Un anno fa non li compravo e ho iniziato a comprarli;2019;0.7;;
A;Annuale;ITC;Nord-ovest;FAM_VAL_PERC;Famiglie (composizione %);TRV_HOL;Viaggi e vacanze;NO_PRC1Y;Un anno fa non li compravo e ho iniziato a comprarli;2020;0.8;;
A;Annuale;ITC;Nord-ovest;FAM_VAL_PERC;Famiglie (composizione %);TRV_HOL;Viaggi e vacanze;NO_PRC1Y;Un anno fa non li compravo e ho iniziato a comprarli;2021;0.9;;
A;Annuale;ITC;Nord-ovest;FAM_VAL_PERC;Famiglie (composizione %);TRV_HOL;Viaggi e vacanze;NO_PRC;Un anno fa non li compravo e continuo a non comprarli;2018;33.3;;
A;Annuale;ITC;Nord-ovest;FAM_VAL_PERC;Famiglie (composizione %);TRV_HOL;Viaggi e vacanze;NO_PRC;Un anno fa non li compravo e continuo a non comprarli;2019;31.7;;
A;Annuale;ITC;Nord-ovest;FAM_VAL_PERC;Famiglie (composizione %);TRV_HOL;Viaggi e vacanze;NO_PRC;Un anno fa non li compravo e continuo a non comprarli;2020;29.3;;
A;Annuale;ITC;Nord-ovest;FAM_VAL_PERC;Famiglie (composizione %);TRV_HOL;Viaggi e vacanze;NO_PRC;Un anno fa non li compravo e continuo a non comprarli;2021;33.7;;
A;Annuale;ITC;Nord-ovest;FAM_VAL_PERC;Famiglie (composizione %);TRV_HOL;Viaggi e vacanze;ALL;Tutte le voci;2018;100;;
A;Annuale;ITC;Nord-ovest;FAM_VAL_PERC;Famiglie (composizione %);TRV_HOL;Viaggi e vacanze;ALL;Tutte le voci;2019;100;;
A;Annuale;ITC;Nord-ovest;FAM_VAL_PERC;Famiglie (composizione %);TRV_HOL;Viaggi e vacanze;ALL;Tutte le voci;2020;100;;
A;Annuale;ITC;Nord-ovest;FAM_VAL_PERC;Famiglie (composizione %);TRV_HOL;Viaggi e vacanze;ALL;Tutte le voci;2021;100;;
A;Annuale;ITD;Nord-est;FAM_VAL_PERC;Famiglie (composizione %);FOOD;Cibi;SAME_QN_QL;Un anno fa li compravo e continuo a comprarli senza modifiche;2018;74.3;;
A;Annuale;ITD;Nord-est;FAM_VAL_PERC;Famiglie (composizione %);FOOD;Cibi;SAME_QN_QL;Un anno fa li compravo e continuo a comprarli senza modifiche;2019;78;;
A;Annuale;ITD;Nord-est;FAM_VAL_PERC;Famiglie (composizione %);FOOD;Cibi;SAME_QN_QL;Un anno fa li compravo e continuo a comprarli senza modifiche;2020;80.7;;
A;Annuale;ITD;Nord-est;FAM_VAL_PERC;Famiglie (composizione %);FOOD;Cibi;SAME_QN_QL;Un anno fa li compravo e continuo a comprarli senza modifiche;2021;77.8;;
A;Annuale;ITD;Nord-est;FAM_VAL_PERC;Famiglie (composizione %);FOOD;Cibi;LESS_QN_QL;Un anno fa li compravo e ho limitato la spesa in quantità e/o qualità;2018;22.3;;
A;Annuale;ITD;Nord-est;FAM_VAL_PERC;Famiglie (composizione %);FOOD;Cibi;LESS_QN_QL;Un anno fa li compravo e ho limitato la spesa in quantità e/o qualità;2019;19.3;;
A;Annuale;ITD;Nord-est;FAM_VAL_PERC;Famiglie (composizione %);FOOD;Cibi;LESS_QN_QL;Un anno fa li compravo e ho limitato la spesa in quantità e/o qualità;2020;16.8;;
A;Annuale;ITD;Nord-est;FAM_VAL_PERC;Famiglie (composizione %);FOOD;Cibi;LESS_QN_QL;Un anno fa li compravo e ho limitato la spesa in quantità e/o qualità;2021;19.2;;
A;Annuale;ITD;Nord-est;FAM_VAL_PERC;Famiglie (composizione %);FOOD;Cibi;MR_QN_BT_QL;Un anno fa li compravo e ho aumentato la spesa in quantità e/o qualità;2018;2.8;;
A;Annuale;ITD;Nord-est;FAM_VAL_PERC;Famiglie (composizione %);FOOD;Cibi;MR_QN_BT_QL;Un anno fa li compravo e ho aumentato la spesa in quantità e/o qualità;2019;2.4;;
A;Annuale;ITD;Nord-est;FAM_VAL_PERC;Famiglie (composizione %);FOOD;Cibi;MR_QN_BT_QL;Un anno fa li compravo e ho aumentato la spesa in quantità e/o qualità;2020;2.2;;
A;Annuale;ITD;Nord-est;FAM_VAL_PERC;Famiglie (composizione %);FOOD;Cibi;MR_QN_BT_QL;Un anno fa li compravo e ho aumentato la spesa in quantità e/o qualità;2021;2.7;;
A;Annuale;ITD;Nord-est;FAM_VAL_PERC;Famiglie (composizione %);FOOD;Cibi;NO_PRC1Y;Un anno fa non li compravo e ho iniziato a comprarli;2018;..;0;Il dato non raggiunge la metà della cifra minima considerata
A;Annuale;ITD;Nord-est;FAM_VAL_PERC;Famiglie (composizione %);FOOD;Cibi;NO_PRC1Y;Un anno fa non li compravo e ho iniziato a comprarli;2019;..;0;Il dato non raggiunge la metà della cifra minima considerata
A;Annuale;ITD;Nord-est;FAM_VAL_PERC;Famiglie (composizione %);FOOD;Cibi;NO_PRC1Y;Un anno fa non li compravo e ho iniziato a comprarli;2020;..;0;Il dato non raggiunge la metà della cifra minima considerata
A;Annuale;ITD;Nord-est;FAM_VAL_PERC;Famiglie (composizione %);FOOD;Cibi;NO_PRC1Y;Un anno fa non li compravo e ho iniziato a comprarli;2021;..;0;Il dato non raggiunge la metà della cifra minima considerata
A;Annuale;ITD;Nord-est;FAM_VAL_PERC;Famiglie (composizione %);FOOD;Cibi;NO_PRC;Un anno fa non li compravo e continuo a non comprarli;2018;..;0;Il dato non raggiunge la metà della cifra minima considerata
A;Annuale;ITD;Nord-est;FAM_VAL_PERC;Famiglie (composizione %);FOOD;Cibi;NO_PRC;Un anno fa non li compravo e continuo a non comprarli;2019;..;0;Il dato non raggiunge la metà della cifra minima considerata
A;Annuale;ITD;Nord-est;FAM_VAL_PERC;Famiglie (composizione %);FOOD;Cibi;NO_PRC;Un anno fa non li compravo e continuo a non comprarli;2020;..;0;Il dato non raggiunge la metà della cifra minima considerata
A;Annuale;ITD;Nord-est;FAM_VAL_PERC;Famiglie (composizione %);FOOD;Cibi;NO_PRC;Un anno fa non li compravo e continuo a non comprarli;2021;..;0;Il dato non raggiunge la metà della cifra minima considerata
A;Annuale;ITD;Nord-est;FAM_VAL_PERC;Famiglie (composizione %);FOOD;Cibi;ALL;Tutte le voci;2018;100;;
A;Annuale;ITD;Nord-est;FAM_VAL_PERC;Famiglie (composizione %);FOOD;Cibi;ALL;Tutte le voci;2019;100;;
A;Annuale;ITD;Nord-est;FAM_VAL_PERC;Famiglie (composizione %);FOOD;Cibi;ALL;Tutte le voci;2020;100;;
A;Annuale;ITD;Nord-est;FAM_VAL_PERC;Famiglie (composizione %);FOOD;Cibi;ALL;Tutte le voci;2021;100;;
A;Annuale;ITD;Nord-est;FAM_VAL_PERC;Famiglie (composizione %);BEVER;Bevande;SAME_QN_QL;Un anno fa li compravo e continuo a comprarli senza modifiche;2018;70.1;;
A;Annuale;ITD;Nord-est;FAM_VAL_PERC;Famiglie (composizione %);BEVER;Bevande;SAME_QN_QL;Un anno fa li compravo e continuo a comprarli senza modifiche;2019;72.9;;
A;Annuale;ITD;Nord-est;FAM_VAL_PERC;Famiglie (composizione %);BEVER;Bevande;SAME_QN_QL;Un anno fa li compravo e continuo a comprarli senza modifiche;2020;73.2;;
A;Annuale;ITD;Nord-est;FAM_VAL_PERC;Famiglie (composizione %);BEVER;Bevande;SAME_QN_QL;Un anno fa li compravo e continuo a comprarli senza modifiche;2021;70;;
A;Annuale;ITD;Nord-est;FAM_VAL_PERC;Famiglie (composizione %);BEVER;Bevande;LESS_QN_QL;Un anno fa li compravo e ho limitato la spesa in quantità e/o qualità;2018;24.9;;
A;Annuale;ITD;Nord-est;FAM_VAL_PERC;Famiglie (composizione %);BEVER;Bevande;LESS_QN_QL;Un anno fa li compravo e ho limitato la spesa in quantità e/o qualità;2019;21.7;;
A;Annuale;ITD;Nord-est;FAM_VAL_PERC;Famiglie (composizione %);BEVER;Bevande;LESS_QN_QL;Un anno fa li compravo e ho limitato la spesa in quantità e/o qualità;2020;21.7;;
A;Annuale;ITD;Nord-est;FAM_VAL_PERC;Famiglie (composizione %);BEVER;Bevande;LESS_QN_QL;Un anno fa li compravo e ho limitato la spesa in quantità e/o qualità;2021;25.3;;
A;Annuale;ITD;Nord-est;FAM_VAL_PERC;Famiglie (composizione %);BEVER;Bevande;MR_QN_BT_QL;Un anno fa li compravo e ho aumentato la spesa in quantità e/o qualità;2018;1.5;;
A;Annuale;ITD;Nord-est;FAM_VAL_PERC;Famiglie (composizione %);BEVER;Bevande;MR_QN_BT_QL;Un anno fa li compravo e ho aumentato la spesa in quantità e/o qualità;2019;1.6;;
A;Annuale;ITD;Nord-est;FAM_VAL_PERC;Famiglie (composizione %);BEVER;Bevande;MR_QN_BT_QL;Un anno fa li compravo e ho aumentato la spesa in quantità e/o qualità;2020;1.2;;
A;Annuale;ITD;Nord-est;FAM_VAL_PERC;Famiglie (composizione %);BEVER;Bevande;MR_QN_BT_QL;Un anno fa li compravo e ho aumentato la spesa in quantità e/o qualità;2021;1.7;;
A;Annuale;ITD;Nord-est;FAM_VAL_PERC;Famiglie (composizione %);BEVER;Bevande;NO_PRC1Y;Un anno fa non li compravo e ho iniziato a comprarli;2018;..;0;Il dato non raggiunge la metà della cifra minima considerata
A;Annuale;ITD;Nord-est;FAM_VAL_PERC;Famiglie (composizione %);BEVER;Bevande;NO_PRC1Y;Un anno fa non li compravo e ho iniziato a comprarli;2019;..;0;Il dato non raggiunge la metà della cifra minima considerata
A;Annuale;ITD;Nord-est;FAM_VAL_PERC;Famiglie (composizione %);BEVER;Bevande;NO_PRC1Y;Un anno fa non li compravo e ho iniziato a comprarli;2020;..;0;Il dato non raggiunge la metà della cifra minima considerata
A;Annuale;ITD;Nord-est;FAM_VAL_PERC;Famiglie (composizione %);BEVER;Bevande;NO_PRC1Y;Un anno fa non li compravo e ho iniziato a comprarli;2021;..;0;Il dato non raggiunge la metà della cifra minima considerata
A;Annuale;ITD;Nord-est;FAM_VAL_PERC;Famiglie (composizione %);BEVER;Bevande;NO_PRC;Un anno fa non li compravo e continuo a non comprarli;2018;3.2;;
A;Annuale;ITD;Nord-est;FAM_VAL_PERC;Famiglie (composizione %);BEVER;Bevande;NO_PRC;Un anno fa non li compravo e continuo a non comprarli;2019;3.6;;
A;Annuale;ITD;Nord-est;FAM_VAL_PERC;Famiglie (composizione %);BEVER;Bevande;NO_PRC;Un anno fa non li compravo e continuo a non comprarli;2020;3.7;;
A;Annuale;ITD;Nord-est;FAM_VAL_PERC;Famiglie (composizione %);BEVER;Bevande;NO_PRC;Un anno fa non li compravo e continuo a non comprarli;2021;2.8;;
A;Annuale;ITD;Nord-est;FAM_VAL_PERC;Famiglie (composizione %);BEVER;Bevande;ALL;Tutte le voci;2018;100;;
A;Annuale;ITD;Nord-est;FAM_VAL_PERC;Famiglie (composizione %);BEVER;Bevande;ALL;Tutte le voci;2019;100;;
A;Annuale;ITD;Nord-est;FAM_VAL_PERC;Famiglie (composizione %);BEVER;Bevande;ALL;Tutte le voci;2020;100;;
A;Annuale;ITD;Nord-est;FAM_VAL_PERC;Famiglie (composizione %);BEVER;Bevande;ALL;Tutte le voci;2021;100;;
A;Annuale;ITD;Nord-est;FAM_VAL_PERC;Famiglie (composizione %);CLOT_FOOTW;Abbigliamento e calzature;SAME_QN_QL;Un anno fa li compravo e continuo a comprarli senza modifiche;2018;55;;
A;Annuale;ITD;Nord-est;FAM_VAL_PERC;Famiglie (composizione %);CLOT_FOOTW;Abbigliamento e calzature;SAME_QN_QL;Un anno fa li compravo e continuo a comprarli senza modifiche;2019;58.7;;
A;Annuale;ITD;Nord-est;FAM_VAL_PERC;Famiglie (composizione %);CLOT_FOOTW;Abbigliamento e calzature;SAME_QN_QL;Un anno fa li compravo e continuo a comprarli senza modifiche;2020;56.9;;
A;Annuale;ITD;Nord-est;FAM_VAL_PERC;Famiglie (composizione %);CLOT_FOOTW;Abbigliamento e calzature;SAME_QN_QL;Un anno fa li compravo e continuo a comprarli senza modifiche;2021;46.6;;
A;Annuale;ITD;Nord-est;FAM_VAL_PERC;Famiglie (composizione %);CLOT_FOOTW;Abbigliamento e calzature;LESS_QN_QL;Un anno fa li compravo e ho limitato la spesa in quantità e/o qualità;2018;37.3;;
A;Annuale;ITD;Nord-est;FAM_VAL_PERC;Famiglie (composizione %);CLOT_FOOTW;Abbigliamento e calzature;LESS_QN_QL;Un anno fa li compravo e ho limitato la spesa in quantità e/o qualità;2019;34.4;;
A;Annuale;ITD;Nord-est;FAM_VAL_PERC;Famiglie (composizione %);CLOT_FOOTW;Abbigliamento e calzature;LESS_QN_QL;Un anno fa li compravo e ho limitato la spesa in quantità e/o qualità;2020;38.7;;
A;Annuale;ITD;Nord-est;FAM_VAL_PERC;Famiglie (composizione %);CLOT_FOOTW;Abbigliamento e calzature;LESS_QN_QL;Un anno fa li compravo e ho limitato la spesa in quantità e/o qualità;2021;47.2;;
A;Annuale;ITD;Nord-est;FAM_VAL_PERC;Famiglie (composizione %);CLOT_FOOTW;Abbigliamento e calzature;MR_QN_BT_QL;Un anno fa li compravo e ho aumentato la spesa in quantità e/o qualità;2018;2.6;;
A;Annuale;ITD;Nord-est;FAM_VAL_PERC;Famiglie (composizione %);CLOT_FOOTW;Abbigliamento e calzature;MR_QN_BT_QL;Un anno fa li compravo e ho aumentato la spesa in quantità e/o qualità;2019;2;;
A;Annuale;ITD;Nord-est;FAM_VAL_PERC;Famiglie (composizione %);CLOT_FOOTW;Abbigliamento e calzature;MR_QN_BT_QL;Un anno fa li compravo e ho aumentato la spesa in quantità e/o qualità;2020;1.4;;
A;Annuale;ITD;Nord-est;FAM_VAL_PERC;Famiglie (composizione %);CLOT_FOOTW;Abbigliamento e calzature;MR_QN_BT_QL;Un anno fa li compravo e ho aumentato la spesa in quantità e/o qualità;2021;1.8;;
A;Annuale;ITD;Nord-est;FAM_VAL_PERC;Famiglie (composizione %);CLOT_FOOTW;Abbigliamento e calzature;NO_PRC1Y;Un anno fa non li compravo e ho iniziato a comprarli;2018;..;0;Il dato non raggiunge la metà della cifra minima considerata
A;Annuale;ITD;Nord-est;FAM_VAL_PERC;Famiglie (composizione %);CLOT_FOOTW;Abbigliamento e calzature;NO_PRC1Y;Un anno fa non li compravo e ho iniziato a comprarli;2019;..;0;Il dato non raggiunge la metà della cifra minima considerata
A;Annuale;ITD;Nord-est;FAM_VAL_PERC;Famiglie (composizione %);CLOT_FOOTW;Abbigliamento e calzature;NO_PRC1Y;Un anno fa non li compravo e ho iniziato a comprarli;2020;..;0;Il dato non raggiunge la metà della cifra minima considerata
A;Annuale;ITD;Nord-est;FAM_VAL_PERC;Famiglie (composizione %);CLOT_FOOTW;Abbigliamento e calzature;NO_PRC1Y;Un anno fa non li compravo e ho iniziato a comprarli;2021;..;0;Il dato non raggiunge la metà della cifra minima considerata
A;Annuale;ITD;Nord-est;FAM_VAL_PERC;Famiglie (composizione %);CLOT_FOOTW;Abbigliamento e calzature;NO_PRC;Un anno fa non li compravo e continuo a non comprarli;2018;4.9;;
A;Annuale;ITD;Nord-est;FAM_VAL_PERC;Famiglie (composizione %);CLOT_FOOTW;Abbigliamento e calzature;NO_PRC;Un anno fa non li compravo e continuo a non comprarli;2019;4.6;;
A;Annuale;ITD;Nord-est;FAM_VAL_PERC;Famiglie (composizione %);CLOT_FOOTW;Abbigliamento e calzature;NO_PRC;Un anno fa non li compravo e continuo a non comprarli;2020;3;;
A;Annuale;ITD;Nord-est;FAM_VAL_PERC;Famiglie (composizione %);CLOT_FOOTW;Abbigliamento e calzature;NO_PRC;Un anno fa non li compravo e continuo a non comprarli;2021;4.1;;
A;Annuale;ITD;Nord-est;FAM_VAL_PERC;Famiglie (composizione %);CLOT_FOOTW;Abbigliamento e calzature;ALL;Tutte le voci;2018;100;;
A;Annuale;ITD;Nord-est;FAM_VAL_PERC;Famiglie (composizione %);CLOT_FOOTW;Abbigliamento e calzature;ALL;Tutte le voci;2019;100;;
A;Annuale;ITD;Nord-est;FAM_VAL_PERC;Famiglie (composizione %);CLOT_FOOTW;Abbigliamento e calzature;ALL;Tutte le voci;2020;100;;
A;Annuale;ITD;Nord-est;FAM_VAL_PERC;Famiglie (composizione %);CLOT_FOOTW;Abbigliamento e calzature;ALL;Tutte le voci;2021;100;;
A;Annuale;ITD;Nord-est;FAM_VAL_PERC;Famiglie (composizione %);PCARE_HY;Cura e igiene personale;SAME_QN_QL;Un anno fa li compravo e continuo a comprarli senza modifiche;2018;73.5;;
A;Annuale;ITD;Nord-est;FAM_VAL_PERC;Famiglie (composizione %);PCARE_HY;Cura e igiene personale;SAME_QN_QL;Un anno fa li compravo e continuo a comprarli senza modifiche;2019;76.5;;
A;Annuale;ITD;Nord-est;FAM_VAL_PERC;Famiglie (composizione %);PCARE_HY;Cura e igiene personale;SAME_QN_QL;Un anno fa li compravo e continuo a comprarli senza modifiche;2020;77.3;;
A;Annuale;ITD;Nord-est;FAM_VAL_PERC;Famiglie (composizione %);PCARE_HY;Cura e igiene personale;SAME_QN_QL;Un anno fa li compravo e continuo a comprarli senza modifiche;2021;73.9;;
