FREQ;Frequenza;REF_AREA;Territorio;DATA_TYPE;Indicatore;COICOP;Coicop (DESC);NUMBER_HOUSEHOLD_COMP;Numero di componenti della famiglia;Tempo (TIME_PERIOD);Osservazione;OBS_STATUS;'Stato dell"'osservazione'
A;Annuale;ITC2;'Valle d"'Aosta / Vallée d"'Aoste';SPESA_MEDIA;Spesa media mensile familiare (in euro correnti);01;-- prodotti alimentari e bevande analcoliche;N5_GE;5 e più;2019;..;0;Il dato non raggiunge la metà della cifra minima considerata
A;Annuale;ITC2;'Valle d"'Aosta / Vallée d"'Aoste';SPESA_MEDIA;Spesa media mensile familiare (in euro correnti);01;-- prodotti alimentari e bevande analcoliche;N5_GE;5 e più;2020;..;0;Il dato non raggiunge la metà della cifra minima considerata
A;Annuale;ITC2;'Valle d"'Aosta / Vallée d"'Aoste';SPESA_MEDIA;Spesa media mensile familiare (in euro correnti);01;-- prodotti alimentari e bevande analcoliche;N5_GE;5 e più;2021;772.16;;
A;Annuale;ITC2;'Valle d"'Aosta / Vallée d"'Aoste';SPESA_MEDIA;Spesa media mensile familiare (in euro correnti);NON_FOOD;Non alimentari;N1;1;2014;1699.93;;
A;Annuale;ITC2;'Valle d"'Aosta / Vallée d"'Aoste';SPESA_MEDIA;Spesa media mensile familiare (in euro correnti);NON_FOOD;Non alimentari;N1;1;2015;1671.12;;
A;Annuale;ITC2;'Valle d"'Aosta / Vallée d"'Aoste';SPESA_MEDIA;Spesa media mensile familiare (in euro correnti);NON_FOOD;Non alimentari;N1;1;2016;1645.37;;
A;Annuale;ITC2;'Valle d"'Aosta / Vallée d"'Aoste';SPESA_MEDIA;Spesa media mensile familiare (in euro correnti);NON_FOOD;Non alimentari;N1;1;2017;1740.24;;
A;Annuale;ITC2;'Valle d"'Aosta / Vallée d"'Aoste';SPESA_MEDIA;Spesa media mensile familiare (in euro correnti);NON_FOOD;Non alimentari;N1;1;2018;1701.41;;
A;Annuale;ITC2;'Valle d"'Aosta / Vallée d"'Aoste';SPESA_MEDIA;Spesa media mensile familiare (in euro correnti);NON_FOOD;Non alimentari;N1;1;2019;1641.5;;
A;Annuale;ITC2;'Valle d"'Aosta / Vallée d"'Aoste';SPESA_MEDIA;Spesa media mensile familiare (in euro correnti);NON_FOOD;Non alimentari;N1;1;2020;1479.24;;
A;Annuale;ITC2;'Valle d"'Aosta / Vallée d"'Aoste';SPESA_MEDIA;Spesa media mensile familiare (in euro correnti);NON_FOOD;Non alimentari;N1;1;2021;1645.62;;
A;Annuale;ITC2;'Valle d"'Aosta / Vallée d"'Aoste';SPESA_MEDIA;Spesa media mensile familiare (in euro correnti);NON_FOOD;Non alimentari;N2;2;2014;2286.21;;
A;Annuale;ITC2;'Valle d"'Aosta / Vallée d"'Aoste';SPESA_MEDIA;Spesa media mensile familiare (in euro correnti);NON_FOOD;Non alimentari;N2;2;2015;2685.82;;
A;Annuale;ITC2;'Valle d"'Aosta / Vallée d"'Aoste';SPESA_MEDIA;Spesa media mensile familiare (in euro correnti);NON_FOOD;Non alimentari;N2;2;2016;2466.67;;
A;Annuale;ITC2;'Valle d"'Aosta / Vallée d"'Aoste';SPESA_MEDIA;Spesa media mensile familiare (in euro correnti);NON_FOOD;Non alimentari;N2;2;2017;2677.58;;
A;Annuale;ITC2;'Valle d"'Aosta / Vallée d"'Aoste';SPESA_MEDIA;Spesa media mensile familiare (in euro correnti);NON_FOOD;Non alimentari;N2;2;2018;2481.43;;
A;Annuale;ITC2;'Valle d"'Aosta / Vallée d"'Aoste';SPESA_MEDIA;Spesa media mensile familiare (in euro correnti);NON_FOOD;Non alimentari;N2;2;2019;2409.62;;
A;Annuale;ITC2;'Valle d"'Aosta / Vallée d"'Aoste';SPESA_MEDIA;Spesa media mensile familiare (in euro correnti);NON_FOOD;Non alimentari;N2;2;2020;2013.61;;
A;Annuale;ITC2;'Valle d"'Aosta / Vallée d"'Aoste';SPESA_MEDIA;Spesa media mensile familiare (in euro correnti);NON_FOOD;Non alimentari;N2;2;2021;2372.31;;
A;Annuale;ITC2;'Valle d"'Aosta / Vallée d"'Aoste';SPESA_MEDIA;Spesa media mensile familiare (in euro correnti);NON_FOOD;Non alimentari;N3;3;2014;2963.47;;
A;Annuale;ITC2;'Valle d"'Aosta / Vallée d"'Aoste';SPESA_MEDIA;Spesa media mensile familiare (in euro correnti);NON_FOOD;Non alimentari;N3;3;2015;2714.98;;
A;Annuale;ITC2;'Valle d"'Aosta / Vallée d"'Aoste';SPESA_MEDIA;Spesa media mensile familiare (in euro correnti);NON_FOOD;Non alimentari;N3;3;2016;2571.67;;
A;Annuale;ITC2;'Valle d"'Aosta / Vallée d"'Aoste';SPESA_MEDIA;Spesa media mensile familiare (in euro correnti);NON_FOOD;Non alimentari;N3;3;2017;2676.36;;
A;Annuale;ITC2;'Valle d"'Aosta / Vallée d"'Aoste';SPESA_MEDIA;Spesa media mensile familiare (in euro correnti);NON_FOOD;Non alimentari;N3;3;2018;3057.64;;
A;Annuale;ITC2;'Valle d"'Aosta / Vallée d"'Aoste';SPESA_MEDIA;Spesa media mensile familiare (in euro correnti);NON_FOOD;Non alimentari;N3;3;2019;2706.01;;
A;Annuale;ITC2;'Valle d"'Aosta / Vallée d"'Aoste';SPESA_MEDIA;Spesa media mensile familiare (in euro correnti);NON_FOOD;Non alimentari;N3;3;2020;2393.56;;
A;Annuale;ITC2;'Valle d"'Aosta / Vallée d"'Aoste';SPESA_MEDIA;Spesa media mensile familiare (in euro correnti);NON_FOOD;Non alimentari;N3;3;2021;3047.45;;
A;Annuale;ITC2;'Valle d"'Aosta / Vallée d"'Aoste';SPESA_MEDIA;Spesa media mensile familiare (in euro correnti);NON_FOOD;Non alimentari;N4;4;2014;2916.35;;
A;Annuale;ITC2;'Valle d"'Aosta / Vallée d"'Aoste';SPESA_MEDIA;Spesa media mensile familiare (in euro correnti);NON_FOOD;Non alimentari;N4;4;2015;2853.43;;
A;Annuale;ITC2;'Valle d"'Aosta / Vallée d"'Aoste';SPESA_MEDIA;Spesa media mensile familiare (in euro correnti);NON_FOOD;Non alimentari;N4;4;2016;3240.11;;
A;Annuale;ITC2;'Valle d"'Aosta / Vallée d"'Aoste';SPESA_MEDIA;Spesa media mensile familiare (in euro correnti);NON_FOOD;Non alimentari;N4;4;2017;3073.43;;
A;Annuale;ITC2;'Valle d"'Aosta / Vallée d"'Aoste';SPESA_MEDIA;Spesa media mensile familiare (in euro correnti);NON_FOOD;Non alimentari;N4;4;2018;4381.2;;
A;Annuale;ITC2;'Valle d"'Aosta / Vallée d"'Aoste';SPESA_MEDIA;Spesa media mensile familiare (in euro correnti);NON_FOOD;Non alimentari;N4;4;2019;3512.29;;
A;Annuale;ITC2;'Valle d"'Aosta / Vallée d"'Aoste';SPESA_MEDIA;Spesa media mensile familiare (in euro correnti);NON_FOOD;Non alimentari;N4;4;2020;3040.21;;
A;Annuale;ITC2;'Valle d"'Aosta / Vallée d"'Aoste';SPESA_MEDIA;Spesa media mensile familiare (in euro correnti);NON_FOOD;Non alimentari;N4;4;2021;3009.92;;
A;Annuale;ITC2;'Valle d"'Aosta / Vallée d"'Aoste';SPESA_MEDIA;Spesa media mensile familiare (in euro correnti);NON_FOOD;Non alimentari;N5_GE;5 e più;2014;..;0;Il dato non raggiunge la metà della cifra minima considerata
A;Annuale;ITC2;'Valle d"'Aosta / Vallée d"'Aoste';SPESA_MEDIA;Spesa media mensile familiare (in euro correnti);NON_FOOD;Non alimentari;N5_GE;5 e più;2015;..;0;Il dato non raggiunge la metà della cifra minima considerata
A;Annuale;ITC2;'Valle d"'Aosta / Vallée d"'Aoste';SPESA_MEDIA;Spesa media mensile familiare (in euro correnti);NON_FOOD;Non alimentari;N5_GE;5 e più;2016;..;0;Il dato non raggiunge la metà della cifra minima considerata
A;Annuale;ITC2;'Valle d"'Aosta / Vallée d"'Aoste';SPESA_MEDIA;Spesa media mensile familiare (in euro correnti);NON_FOOD;Non alimentari;N5_GE;5 e più;2017;..;0;Il dato non raggiunge la metà della cifra minima considerata
A;Annuale;ITC2;'Valle d"'Aosta / Vallée d"'Aoste';SPESA_MEDIA;Spesa media mensile familiare (in euro correnti);NON_FOOD;Non alimentari;N5_GE;5 e più;2018;..;0;Il dato non raggiunge la metà della cifra minima considerata
A;Annuale;ITC2;'Valle d"'Aosta / Vallée d"'Aoste';SPESA_MEDIA;Spesa media mensile familiare (in euro correnti);NON_FOOD;Non alimentari;N5_GE;5 e più;2019;..;0;Il dato non raggiunge la metà della cifra minima considerata
A;Annuale;ITC2;'Valle d"'Aosta / Vallée d"'Aoste';SPESA_MEDIA;Spesa media mensile familiare (in euro correnti);NON_FOOD;Non alimentari;N5_GE;5 e più;2020;..;0;Il dato non raggiunge la metà della cifra minima considerata
A;Annuale;ITC2;'Valle d"'Aosta / Vallée d"'Aoste';SPESA_MEDIA;Spesa media mensile familiare (in euro correnti);NON_FOOD;Non alimentari;N5_GE;5 e più;2021;3157.32;;
A;Annuale;ITC2;'Valle d"'Aosta / Vallée d"'Aoste';SPESA_MEDIA;Spesa media mensile familiare (in euro correnti);02;-- bevande alcoliche e tabacchi;N1;1;2014;31.64;;
A;Annuale;ITC2;'Valle d"'Aosta / Vallée d"'Aoste';SPESA_MEDIA;Spesa media mensile familiare (in euro correnti);02;-- bevande alcoliche e tabacchi;N1;1;2015;46.09;;
A;Annuale;ITC2;'Valle d"'Aosta / Vallée d"'Aoste';SPESA_MEDIA;Spesa media mensile familiare (in euro correnti);02;-- bevande alcoliche e tabacchi;N1;1;2016;35.48;;
A;Annuale;ITC2;'Valle d"'Aosta / Vallée d"'Aoste';SPESA_MEDIA;Spesa media mensile familiare (in euro correnti);02;-- bevande alcoliche e tabacchi;N1;1;2017;29.99;;
A;Annuale;ITC2;'Valle d"'Aosta / Vallée d"'Aoste';SPESA_MEDIA;Spesa media mensile familiare (in euro correnti);02;-- bevande alcoliche e tabacchi;N1;1;2018;47.38;;
A;Annuale;ITC2;'Valle d"'Aosta / Vallée d"'Aoste';SPESA_MEDIA;Spesa media mensile familiare (in euro correnti);02;-- bevande alcoliche e tabacchi;N1;1;2019;30.97;;
A;Annuale;ITC2;'Valle d"'Aosta / Vallée d"'Aoste';SPESA_MEDIA;Spesa media mensile familiare (in euro correnti);02;-- bevande alcoliche e tabacchi;N1;1;2020;33.99;;
A;Annuale;ITC2;'Valle d"'Aosta / Vallée d"'Aoste';SPESA_MEDIA;Spesa media mensile familiare (in euro correnti);02;-- bevande alcoliche e tabacchi;N1;1;2021;42.35;;
A;Annuale;ITC2;'Valle d"'Aosta / Vallée d"'Aoste';SPESA_MEDIA;Spesa media mensile familiare (in euro correnti);02;-- bevande alcoliche e tabacchi;N2;2;2014;67.41;;
A;Annuale;ITC2;'Valle d"'Aosta / Vallée d"'Aoste';SPESA_MEDIA;Spesa media mensile familiare (in euro correnti);02;-- bevande alcoliche e tabacchi;N2;2;2015;57.29;;
A;Annuale;ITC2;'Valle d"'Aosta / Vallée d"'Aoste';SPESA_MEDIA;Spesa media mensile familiare (in euro correnti);02;-- bevande alcoliche e tabacchi;N2;2;2016;52.3;;
A;Annuale;ITC2;'Valle d"'Aosta / Vallée d"'Aoste';SPESA_MEDIA;Spesa media mensile familiare (in euro correnti);02;-- bevande alcoliche e tabacchi;N2;2;2017;54.22;;
A;Annuale;ITC2;'Valle d"'Aosta / Vallée d"'Aoste';SPESA_MEDIA;Spesa media mensile familiare (in euro correnti);02;-- bevande alcoliche e tabacchi;N2;2;2018;52.08;;
A;Annuale;ITC2;'Valle d"'Aosta / Vallée d"'Aoste';SPESA_MEDIA;Spesa media mensile familiare (in euro correnti);02;-- bevande alcoliche e tabacchi;N2;2;2019;53.52;;
A;Annuale;ITC2;'Valle d"'Aosta / Vallée d"'Aoste';SPESA_MEDIA;Spesa media mensile familiare (in euro correnti);02;-- bevande alcoliche e tabacchi;N2;2;2020;65.22;;
A;Annuale;ITC2;'Valle d"'Aosta / Vallée d"'Aoste';SPESA_MEDIA;Spesa media mensile familiare (in euro correnti);02;-- bevande alcoliche e tabacchi;N2;2;2021;56.84;;
A;Annuale;ITC2;'Valle d"'Aosta / Vallée d"'Aoste';SPESA_MEDIA;Spesa media mensile familiare (in euro correnti);02;-- bevande alcoliche e tabacchi;N3;3;2014;49.43;;
A;Annuale;ITC2;'Valle d"'Aosta / Vallée d"'Aoste';SPESA_MEDIA;Spesa media mensile familiare (in euro correnti);02;-- bevande alcoliche e tabacchi;N3;3;2015;48.64;;
A;Annuale;ITC2;'Valle d"'Aosta / Vallée d"'Aoste';SPESA_MEDIA;Spesa media mensile familiare (in euro correnti);02;-- bevande alcoliche e tabacchi;N3;3;2016;46.33;;
A;Annuale;ITC2;'Valle d"'Aosta / Vallée d"'Aoste';SPESA_MEDIA;Spesa media mensile familiare (in euro correnti);02;-- bevande alcoliche e tabacchi;N3;3;2017;46.19;;
A;Annuale;ITC2;'Valle d"'Aosta / Vallée d"'Aoste';SPESA_MEDIA;Spesa media mensile familiare (in euro correnti);02;-- bevande alcoliche e tabacchi;N3;3;2018;61.92;;
A;Annuale;ITC2;'Valle d"'Aosta / Vallée d"'Aoste';SPESA_MEDIA;Spesa media mensile familiare (in euro correnti);02;-- bevande alcoliche e tabacchi;N3;3;2019;48.4;;
A;Annuale;ITC2;'Valle d"'Aosta / Vallée d"'Aoste';SPESA_MEDIA;Spesa media mensile familiare (in euro correnti);02;-- bevande alcoliche e tabacchi;N3;3;2020;33.43;;
A;Annuale;ITC2;'Valle d"'Aosta / Vallée d"'Aoste';SPESA_MEDIA;Spesa media mensile familiare (in euro correnti);02;-- bevande alcoliche e tabacchi;N3;3;2021;55.5;;
A;Annuale;ITC2;'Valle d"'Aosta / Vallée d"'Aoste';SPESA_MEDIA;Spesa media mensile familiare (in euro correnti);02;-- bevande alcoliche e tabacchi;N4;4;2014;55.79;;
A;Annuale;ITC2;'Valle d"'Aosta / Vallée d"'Aoste';SPESA_MEDIA;Spesa media mensile familiare (in euro correnti);02;-- bevande alcoliche e tabacchi;N4;4;2015;55.24;;
A;Annuale;ITC2;'Valle d"'Aosta / Vallée d"'Aoste';SPESA_MEDIA;Spesa media mensile familiare (in euro correnti);02;-- bevande alcoliche e tabacchi;N4;4;2016;48.22;;
A;Annuale;ITC2;'Valle d"'Aosta / Vallée d"'Aoste';SPESA_MEDIA;Spesa media mensile familiare (in euro correnti);02;-- bevande alcoliche e tabacchi;N4;4;2017;53.4;;
A;Annuale;ITC2;'Valle d"'Aosta / Vallée d"'Aoste';SPESA_MEDIA;Spesa media mensile familiare (in euro correnti);02;-- bevande alcoliche e tabacchi;N4;4;2018;81.67;;
A;Annuale;ITC2;'Valle d"'Aosta / Vallée d"'Aoste';SPESA_MEDIA;Spesa media mensile familiare (in euro correnti);02;-- bevande alcoliche e tabacchi;N4;4;2019;53.34;;
A;Annuale;ITC2;'Valle d"'Aosta / Vallée d"'Aoste';SPESA_MEDIA;Spesa media mensile familiare (in euro correnti);02;-- bevande alcoliche e tabacchi;N4;4;2020;51.05;;
A;Annuale;ITC2;'Valle d"'Aosta / Vallée d"'Aoste';SPESA_MEDIA;Spesa media mensile familiare (in euro correnti);02;-- bevande alcoliche e tabacchi;N4;4;2021;77.56;;
A;Annuale;ITC2;'Valle d"'Aosta / Vallée d"'Aoste';SPESA_MEDIA;Spesa media mensile familiare (in euro correnti);02;-- bevande alcoliche e tabacchi;N5_GE;5 e più;2014;..;0;Il dato non raggiunge la metà della cifra minima considerata
A;Annuale;ITC2;'Valle d"'Aosta / Vallée d"'Aoste';SPESA_MEDIA;Spesa media mensile familiare (in euro correnti);02;-- bevande alcoliche e tabacchi;N5_GE;5 e più;2015;..;0;Il dato non raggiunge la metà della cifra minima considerata
A;Annuale;ITC2;'Valle d"'Aosta / Vallée d"'Aoste';SPESA_MEDIA;Spesa media mensile familiare (in euro correnti);02;-- bevande alcoliche e tabacchi;N5_GE;5 e più;2016;..;0;Il dato non raggiunge la metà della cifra minima considerata
A;Annuale;ITC2;'Valle d"'Aosta / Vallée d"'Aoste';SPESA_MEDIA;Spesa media mensile familiare (in euro correnti);02;-- bevande alcoliche e tabacchi;N5_GE;5 e più;2017;..;0;Il dato non raggiunge la metà della cifra minima considerata
A;Annuale;ITC2;'Valle d"'Aosta / Vallée d"'Aoste';SPESA_MEDIA;Spesa media mensile familiare (in euro correnti);02;-- bevande alcoliche e tabacchi;N5_GE;5 e più;2018;..;0;Il dato non raggiunge la metà della cifra minima considerata
A;Annuale;ITC2;'Valle d"'Aosta / Vallée d"'Aoste';SPESA_MEDIA;Spesa media mensile familiare (in euro correnti);02;-- bevande alcoliche e tabacchi;N5_GE;5 e più;2019;..;0;Il dato non raggiunge la metà della cifra minima considerata
A;Annuale;ITC2;'Valle d"'Aosta / Vallée d"'Aoste';SPESA_MEDIA;Spesa media mensile familiare (in euro correnti);02;-- bevande alcoliche e tabacchi;N5_GE;5 e più;2020;..;0;Il dato non raggiunge la metà della cifra minima considerata
A;Annuale;ITC2;'Valle d"'Aosta / Vallée d"'Aoste';SPESA_MEDIA;Spesa media mensile familiare (in euro correnti);02;-- bevande alcoliche e tabacchi;N5_GE;5 e più;2021;..;0;Il dato non raggiunge la metà della cifra minima considerata
A;Annuale;ITC2;'Valle d"'Aosta / Vallée d"'Aoste';SPESA_MEDIA;Spesa media mensile familiare (in euro correnti);03;-- abbigliamento e calzature;N1;1;2014;91.92;;
A;Annuale;ITC2;'Valle d"'Aosta / Vallée d"'Aoste';SPESA_MEDIA;Spesa media mensile familiare (in euro correnti);03;-- abbigliamento e calzature;N1;1;2015;83.58;;
A;Annuale;ITC2;'Valle d"'Aosta / Vallée d"'Aoste';SPESA_MEDIA;Spesa media mensile familiare (in euro correnti);03;-- abbigliamento e calzature;N1;1;2016;65.02;;
A;Annuale;ITC2;'Valle d"'Aosta / Vallée d"'Aoste';SPESA_MEDIA;Spesa media mensile familiare (in euro correnti);03;-- abbigliamento e calzature;N1;1;2017;77.09;;
A;Annuale;ITC2;'Valle d"'Aosta / Vallée d"'Aoste';SPESA_MEDIA;Spesa media mensile familiare (in euro correnti);03;-- abbigliamento e calzature;N1;1;2018;76.1;;
A;Annuale;ITC2;'Valle d"'Aosta / Vallée d"'Aoste';SPESA_MEDIA;Spesa media mensile familiare (in euro correnti);03;-- abbigliamento e calzature;N1;1;2019;70.58;;
A;Annuale;ITC2;'Valle d"'Aosta / Vallée d"'Aoste';SPESA_MEDIA;Spesa media mensile familiare (in euro correnti);03;-- abbigliamento e calzature;N1;1;2020;54.47;;
A;Annuale;ITC2;'Valle d"'Aosta / Vallée d"'Aoste';SPESA_MEDIA;Spesa media mensile familiare (in euro correnti);03;-- abbigliamento e calzature;N1;1;2021;69;;
A;Annuale;ITC2;'Valle d"'Aosta / Vallée d"'Aoste';SPESA_MEDIA;Spesa media mensile familiare (in euro correnti);03;-- abbigliamento e calzature;N2;2;2014;144.2;;
A;Annuale;ITC2;'Valle d"'Aosta / Vallée d"'Aoste';SPESA_MEDIA;Spesa media mensile familiare (in euro correnti);03;-- abbigliamento e calzature;N2;2;2015;128.85;;
A;Annuale;ITC2;'Valle d"'Aosta / Vallée d"'Aoste';SPESA_MEDIA;Spesa media mensile familiare (in euro correnti);03;-- abbigliamento e calzature;N2;2;2016;95.08;;
A;Annuale;ITC2;'Valle d"'Aosta / Vallée d"'Aoste';SPESA_MEDIA;Spesa media mensile familiare (in euro correnti);03;-- abbigliamento e calzature;N2;2;2017;181.87;;
A;Annuale;ITC2;'Valle d"'Aosta / Vallée d"'Aoste';SPESA_MEDIA;Spesa media mensile familiare (in euro correnti);03;-- abbigliamento e calzature;N2;2;2018;132.98;;
A;Annuale;ITC2;'Valle d"'Aosta / Vallée d"'Aoste';SPESA_MEDIA;Spesa media mensile familiare (in euro correnti);03;-- abbigliamento e calzature;N2;2;2019;130.96;;
A;Annuale;ITC2;'Valle d"'Aosta / Vallée d"'Aoste';SPESA_MEDIA;Spesa media mensile familiare (in euro correnti);03;-- abbigliamento e calzature;N2;2;2020;87.05;;
A;Annuale;ITC2;'Valle d"'Aosta / Vallée d"'Aoste';SPESA_MEDIA;Spesa media mensile familiare (in euro correnti);03;-- abbigliamento e calzature;N2;2;2021;127.65;;
A;Annuale;ITC2;'Valle d"'Aosta / Vallée d"'Aoste';SPESA_MEDIA;Spesa media mensile familiare (in euro correnti);03;-- abbigliamento e calzature;N3;3;2014;319.8;;
A;Annuale;ITC2;'Valle d"'Aosta / Vallée d"'Aoste';SPESA_MEDIA;Spesa media mensile familiare (in euro correnti);03;-- abbigliamento e calzature;N3;3;2015;373.46;;
A;Annuale;ITC2;'Valle d"'Aosta / Vallée d"'Aoste';SPESA_MEDIA;Spesa media mensile familiare (in euro correnti);03;-- abbigliamento e calzature;N3;3;2016;204.41;;
A;Annuale;ITC2;'Valle d"'Aosta / Vallée d"'Aoste';SPESA_MEDIA;Spesa media mensile familiare (in euro correnti);03;-- abbigliamento e calzature;N3;3;2017;388.16;;
A;Annuale;ITC2;'Valle d"'Aosta / Vallée d"'Aoste';SPESA_MEDIA;Spesa media mensile familiare (in euro correnti);03;-- abbigliamento e calzature;N3;3;2018;328.53;;
A;Annuale;ITC2;'Valle d"'Aosta / Vallée d"'Aoste';SPESA_MEDIA;Spesa media mensile familiare (in euro correnti);03;-- abbigliamento e calzature;N3;3;2019;210.88;;
A;Annuale;ITC2;'Valle d"'Aosta / Vallée d"'Aoste';SPESA_MEDIA;Spesa media mensile familiare (in euro correnti);03;-- abbigliamento e calzature;N3;3;2020;193.93;;
A;Annuale;ITC2;'Valle d"'Aosta / Vallée d"'Aoste';SPESA_MEDIA;Spesa media mensile familiare (in euro correnti);03;-- abbigliamento e calzature;N3;3;2021;272.13;;
A;Annuale;ITC2;'Valle d"'Aosta / Vallée d"'Aoste';SPESA_MEDIA;Spesa media mensile familiare (in euro correnti);03;-- abbigliamento e calzature;N4;4;2014;359.74;;
A;Annuale;ITC2;'Valle d"'Aosta / Vallée d"'Aoste';SPESA_MEDIA;Spesa media mensile familiare (in euro correnti);03;-- abbigliamento e calzature;N4;4;2015;270.81;;
A;Annuale;ITC2;'Valle d"'Aosta / Vallée d"'Aoste';SPESA_MEDIA;Spesa media mensile familiare (in euro correnti);03;-- abbigliamento e calzature;N4;4;2016;261.5;;
A;Annuale;ITC2;'Valle d"'Aosta / Vallée d"'Aoste';SPESA_MEDIA;Spesa media mensile familiare (in euro correnti);03;-- abbigliamento e calzature;N4;4;2017;355.04;;
A;Annuale;ITC2;'Valle d"'Aosta / Vallée d"'Aoste';SPESA_MEDIA;Spesa media mensile familiare (in euro correnti);03;-- abbigliamento e calzature;N4;4;2018;227.78;;
A;Annuale;ITC2;'Valle d"'Aosta / Vallée d"'Aoste';SPESA_MEDIA;Spesa media mensile familiare (in euro correnti);03;-- abbigliamento e calzature;N4;4;2019;362.9;;
A;Annuale;ITC2;'Valle d"'Aosta / Vallée d"'Aoste';SPESA_MEDIA;Spesa media mensile familiare (in euro correnti);03;-- abbigliamento e calzature;N4;4;2020;225.45;;
A;Annuale;ITC2;'Valle d"'Aosta / Vallée d"'Aoste';SPESA_MEDIA;Spesa media mensile familiare (in euro correnti);03;-- abbigliamento e calzature;N4;4;2021;313.1;;
A;Annuale;ITC2;'Valle d"'Aosta / Vallée d"'Aoste';SPESA_MEDIA;Spesa media mensile familiare (in euro correnti);03;-- abbigliamento e calzature;N5_GE;5 e più;2014;..;0;Il dato non raggiunge la metà della cifra minima considerata
A;Annuale;ITC2;'Valle d"'Aosta / Vallée d"'Aoste';SPESA_MEDIA;Spesa media mensile familiare (in euro correnti);03;-- abbigliamento e calzature;N5_GE;5 e più;2015;..;0;Il dato non raggiunge la metà della cifra minima considerata
A;Annuale;ITC2;'Valle d"'Aosta / Vallée d"'Aoste';SPESA_MEDIA;Spesa media mensile familiare (in euro correnti);03;-- abbigliamento e calzature;N5_GE;5 e più;2016;..;0;Il dato non raggiunge la metà della cifra minima considerata
A;Annuale;ITC2;'Valle d"'Aosta / Vallée d"'Aoste';SPESA_MEDIA;Spesa media mensile familiare (in euro correnti);03;-- abbigliamento e calzature;N5_GE;5 e più;2017;..;0;Il dato non raggiunge la metà della cifra minima considerata
A;Annuale;ITC2;'Valle d"'Aosta / Vallée d"'Aoste';SPESA_MEDIA;Spesa media mensile familiare (in euro correnti);03;-- abbigliamento e calzature;N5_GE;5 e più;2018;..;0;Il dato non raggiunge la metà della cifra minima considerata
A;Annuale;ITC2;'Valle d"'Aosta / Vallée d"'Aoste';SPESA_MEDIA;Spesa media mensile familiare (in euro correnti);03;-- abbigliamento e calzature;N5_GE;5 e più;2019;..;0;Il dato non raggiunge la metà della cifra minima considerata
A;Annuale;ITC2;'Valle d"'Aosta / Vallée d"'Aoste';SPESA_MEDIA;Spesa media mensile familiare (in euro correnti);03;-- abbigliamento e calzature;N5_GE;5 e più;2020;..;0;Il dato non raggiunge la metà della cifra minima considerata
A;Annuale;ITC2;'Valle d"'Aosta / Vallée d"'Aoste';SPESA_MEDIA;Spesa media mensile familiare (in euro correnti);03;-- abbigliamento e calzature;N5_GE;5 e più;2021;..;0;Il dato non raggiunge la metà della cifra minima considerata
A;Annuale;ITC2;'Valle d"'Aosta / Vallée d"'Aoste';SPESA_MEDIA;Spesa media mensile familiare (in euro correnti);04;-- abitazione, acqua, elettricità, gas e altri combustibili;N1;1;2014;832.58;;
A;Annuale;ITC2;'Valle d"'Aosta / Vallée d"'Aoste';SPESA_MEDIA;Spesa media mensile familiare (in euro correnti);04;-- abitazione, acqua, elettricità, gas e altri combustibili;N1;1;2015;743.43;;
A;Annuale;ITC2;'Valle d"'Aosta / Vallée d"'Aoste';SPESA_MEDIA;Spesa media mensile familiare (in euro correnti);04;-- abitazione, acqua, elettricità, gas e altri combustibili;N1;1;2016;760.83;;
A;Annuale;ITC2;'Valle d"'Aosta / Vallée d"'Aoste';SPESA_MEDIA;Spesa media mensile familiare (in euro correnti);04;-- abitazione, acqua, elettricità, gas e altri combustibili;N1;1;2017;886.21;;
A;Annuale;ITC2;'Valle d"'Aosta / Vallée d"'Aoste';SPESA_MEDIA;Spesa media mensile familiare (in euro correnti);04;-- abitazione, acqua, elettricità, gas e altri combustibili;N1;1;2018;830.38;;
A;Annuale;ITC2;'Valle d"'Aosta / Vallée d"'Aoste';SPESA_MEDIA;Spesa media mensile familiare (in euro correnti);04;-- abitazione, acqua, elettricità, gas e altri combustibili;N1;1;2019;828.59;;
A;Annuale;ITC2;'Valle d"'Aosta / Vallée d"'Aoste';SPESA_MEDIA;Spesa media mensile familiare (in euro correnti);04;-- abitazione, acqua, elettricità, gas e altri combustibili;N1;1;2020;803.72;;
A;Annuale;ITC2;'Valle d"'Aosta / Vallée d"'Aoste';SPESA_MEDIA;Spesa media mensile familiare (in euro correnti);04;-- abitazione, acqua, elettricità, gas e altri combustibili;N1;1;2021;795.96;;
A;Annuale;ITC2;'Valle d"'Aosta / Vallée d"'Aoste';SPESA_MEDIA;Spesa media mensile familiare (in euro correnti);04;-- abitazione, acqua, elettricità, gas e altri combustibili;N2;2;2014;901.83;;
A;Annuale;ITC2;'Valle d"'Aosta / Vallée d"'Aoste';SPESA_MEDIA;Spesa media mensile familiare (in euro correnti);04;-- abitazione, acqua, elettricità, gas e altri combustibili;N2;2;2015;1172.88;;
A;Annuale;ITC2;'Valle d"'Aosta / Vallée d"'Aoste';SPESA_MEDIA;Spesa media mensile familiare (in euro correnti);04;-- abitazione, acqua, elettricità, gas e altri combustibili;N2;2;2016;1018.14;;
